content,score,date,option
"빠른배송 좋고 했는데 샴푸로 2개 시켰는데 샴푸,컨디셔너로 1개씩 왔네요 그냥 쓴다고 해서 교환은 안했는데 발송 잘 부탁드려요",3,22.11.30.,닥터그루트: 손상모발용 샴푸 400ml x 1개
기대하고기다리고있네요,3,23.02.06.,옵션: 힘없는샴푸 400ml 2개+스케일링샴푸1개
품질및 배송 만족합니다.,3,22.12.20.,힘없는 모발용 샴푸 400ml: 400ml
늘쓰고있는거라 좋네요.,3,20.11.02.,
배송도빠르고좋아요굿,3,21.11.10.,
늘 쓰던거라 잘쓸께용,3,21.03.18.,
자주 이용하고 있어요,3,22.02.24.,
항상 쓰던거라 재구매,3,22.09.15.,수량: 2개
쏘쏘합니다 적당해요,3,21.06.05.,
다음에 또구매할께요,3,21.08.25.,닥터그루트 더마솔루션: 탈모증상 손상모발용 샴푸 400ml
빠른배송 만족합니다,3,21.02.02.,
싸게 잘 구매햇어요!!,3,22.01.10.,
좋아요 괜찮습니다..,3,22.04.14.,선택: 힘없는 모발용 샴푸 400ml
가격대비 괜찮아요 ,3,22.04.12.,
그럭 저럭 좋아요.,3,21.12.01.,
왜 사진같이 400짜리가 오는게 아니고 200짜리 두개가 왔죠?일부러 찾고찾아서 주문한것데 어이 없네요,3,22.12.10.,
항상구매해서  쓰고있어요다음에 또구매할려구요,3,21.07.30.,닥터그루트 더마솔루션: 탈모증상 손상모발용 샴푸 400ml
탈모 방지를 위해 구매 했습니다 가성비가 좋은 것 같고잘 사용 할게요 고맙습니다,3,23.02.11.,
펌프 꼭지가 사진처럼 깨져서 왔네요. 교환 귀찬아서 그냥 다른통에 담아 쓰겠습니다. 배송은 빨랐지만 포장은 매우 아쉽네요. 평소 택배 험하게 배송되는 지역은 참고하세요. ,3,22.03.16.,
잘 쓰고 있습니다. 한방 냄새 나구요. 탈모 방지가 되는지는 써봐야 알겠습니다.,3,21.10.28.,
늘 항상  구매해요다음에 또구매  할께요,3,21.09.30.,닥터그루트 더마솔루션: 탈모증상 손상모발용 샴푸 400ml
일단 포장이 황당합니다. 큰 선물용 박스에 나머지 빼고 샴푸만 달랑. 뭐 황당하네요.,3,23.06.08.,
배송이 안와서 Q&A에 배송 언제되는지 남기러 들어갔다가 Q&A에 배송문제에 관한 글이 많아서 설마 배송 안오는건가 했는데 다행히 상품은 잘 받았습니다.상품은 만족하지만 대응 개선이 필요할 것 같아요.,3,23.03.22.,선택: 힘없는 모발용 샴푸 400ml
설명과 동일합니다 만족합니다,3,21.03.12.,
아주조아요 아주만족족만족족만족족,3,22.07.13.,닥터그루트 힘없는 모발용 샴푸 400ml: 닥터그루트 힘없는 모발용 샴푸 400ml
나름 만족해요ㅎㅎㅎㅎㅎ,3,22.05.28.,
예전에 사용했던 제품이고 머리카락도  눈에뛸정도로 덜빠졌는데 단가가 비싸서 다른제품 쓰다가  머리가 우수수 빠져서  다시  닥터구루트로 관리해야 될것같아  구매했어요 1달사용후 후기 올릴께요^^,3,22.06.27.,
기존에 닥터그루트쓰던제품과 다른걸 한번써볼까해서  선택... 향은...음 한방향? 그리고 샴푸후 헹구면 좀 뻑뻑하달까 ... 결과는 실패...,3,22.11.18.,
여러가지 탈모샴푸를 쓰면서 테스트 중입니다. 타제품보다  좀 가격이 나가는데 효과가 있기를.  약 6주 정도 사용 후 리뷰는 수정 예정,3,22.11.13.,
향은 한방 향기.  두피가려움은 여전. 빠지는 모발 수는  큰 변화 모르겠음. 재구매여부는 생각 후 판단.,3,21.11.26.,
요즘 정수리부분이 휭해보여서좋다길래 구매했는데~아직까진 좋은점은 잘모르겠어요~,3,22.11.07.,
5개 주문했는데 유통기간이 다른것이 섞여있고 먼지도  많이 묻어있어서 별2개 뺐어요,3,21.10.24.,
기름기가  남아  있어요  힘 없는  모발용이  아닌  것으로  구매  해야  했었나  봐요,3,22.02.16.,
가격 대비 대단히 좋은지는 모르겠어요 감고 나면 여전히 두피가 건조해요,3,22.12.29.,
제품은 사용전이구요. 포장상태는 별루라서 보통줘요. 상자에 뽕뽕이도없이 와서 상자가 터져왔어요,3,20.12.05.,
제품은 좋으나 배송포장이 허술하여 제품4개중 1개가 펌핑입구가 깨져서 왔네요 파손되지 않토록 안전한 포장해주세요,3,22.02.16.,
며칠째 사용중인데아직은 별다른 효과는 모르겠고사은품 컵우 좋네요,3,22.09.14.,
"탈모샴푸의 특성상 그런건지는 잘 모르겠으나...샴푸 후 두발이 부드럽지 않고 퍼석해지는 느낌이 있어서, 다른 샴푸와 돌아가면서 사용하고 있습니다. 매일 계속 사용하기에는 퍼석이는 불편감이 있습니다.",3,23.04.21.,
아직 미사용 . 탈모증상완화에 도움되길바라며.기본  상품박스포장이않되있네요 좀그러네요,3,20.12.12.,
이제 두번 써서 잘오르겠어요 앞으로 잘써보구 후기올릴께요,3,21.08.09.,
펌프질하는 용기줄알앗어요뚜껑이 사용하기 ？편해요,3,22.06.16.,
다음부터는 배송이 신속하게 이루어졌으면 좋겠어요.,3,23.03.20.,선택: 힘없는 모발용 샴푸 400ml
탈모효과는 모르겠는데머리결은 두꺼워진거 같아요.,3,21.10.09.,
시원한데 효과는 잘 모르겠고 향이 좀 아저씨같아요,3,21.07.31.,
탈모 예방에 효과가 있을걸 기대하면서 사용합니다,3,22.10.26.,
아직 써본 날이 안되서 잘 모르겠으나 부드럽네요,3,21.10.25.,
샴푸다하고 비듬이 일어나서 잘 안쓰게돼용 ㅠㅠ,3,22.04.02.,선택: 힘없는 모발용 샴푸 400ml
성능은 잘 모르겠으나 습관적으로 구매중입니다,3,21.10.13.,
아직 잘모르겠어요. 일반샴푸랑 차이를요..ㅜㅜ,3,21.12.31.,
몇주를 써야 효과 보는지 모르겠지만 똑같아요,3,21.11.26.,
힘없는 모발용인데 힘이 있게 느꼐지지 않아요,3,22.10.21.,
물건은 좋은것 같은데배송이 좀 오래걸리네요,3,22.08.23.,
막좋아진건 모르겠어요 조금더 지켜보려구요,3,20.12.08.,
계속 이 제품만 쓰는데 효과는 잘 모르겠어요,3,22.04.18.,
아직은 잘 모르겠어요 더 써봐야 할거 같아요,3,22.09.16.,
평범합니다 탈모에 좋은지는아직 모르겠어요,3,21.04.27.,
두번째 구입 확실히 기름은 덜지는것 같아요,3,20.10.28.,
좀더 써봐야겠지만 아직 효과를 모르겠어요,3,22.02.05.,
탈모샴푸유목민. 이번엔 이거다!효과잇길...,3,21.08.22.,
좀 더 써봐야 하나.. 글세 잘 모르겠는데...,3,20.11.30.,
자주쓰는제품인데 다른버전으로 사봅니다,3,22.05.06.,
딱히 좋은줄 모르겠어요  부드럽긴하네요,3,22.11.17.,
원래 샴푸랑 달라진거같아요 리뉴얼되서,3,23.06.06.,선택: 01 힘없는모발용 400ml
몇년째 이제품 주문해서 사용 중입니다,3,22.05.26.,
아직은 잘 모르겠고몇번 더 써볼려구요,3,21.11.24.,
soso!!! 나쁘지도 좋다는 느낌도 없이 그냥 보통! 가격은 여기가 제일 저렴했어요@!,3,22.02.09.,
아직은잘모르겠어요좀더써봐야할듯요,3,23.03.20.,
잘모르겠음 좋은건지 .. 배송 매우느림,3,23.02.07.,
잘받았습니다.써보고 추가구매할게요,3,22.04.05.,
머리빠짐이 조금 덜한거 같긴합니다,3,20.10.13.,
좋은줄 모르겠는데 써봐야 알겠어요,3,23.01.28.,닥터그루트 샴푸: 400ml (200mlx2개입)
오프라인으로 구매하는게 속 편할듯,3,23.02.03.,
사용후 리뷰 다시 남기겠습니다.....,3,22.09.14.,
다좋은데 배송이 너무느림 9일 걸림,3,22.03.01.,
쓸때마다 괜찮아서 쟁이게 되네요,3,22.03.09.,
"한통 다썼는데, 효과를 모르겠음",3,21.08.10.,
좀 비싼감은 있지만 좋길 바래요,3,23.02.18.,
후ㅠㅁ 비싸지만 한번 써볼게여,3,22.01.03.,
아직 미사용이라 잘 모르겠어요,3,21.12.23.,
탈모방지 삼푸  배송이 넘 느림,3,22.08.15.,
좀더 사용해 봐야 할듯 싶어요,3,23.01.03.,
즐겨 사용하는데 싸게 샀어요,3,22.01.19.,
탈모인거 같아서 구매했어요,3,22.03.16.,
재구매 해서 잘 쓰고 있어요.,3,22.04.29.,닥터그루트: 힘없는 모발용 샴푸 400ml x 2개
배송도빠르고 사용하기 좋음,3,21.07.25.,
좋다해서 꾸준히 써보려고요,3,22.03.25.,
머리결이 너무 뻣뻣해요ㅠㅠ머리카락 빠지는 양도 감소도 모르겠고요,3,23.08.11.,
좋네요 좋아요 배송 빨라요,3,21.02.18.,
이거 별로에요 냄새도 글코,3,21.05.23.,
살짝 보랏빛 나는 케이스가 최신 상품으로 알고 있는데 받은 제품은 옛날 브라운 색깔 케이스 제품이라 다소 아쉽네요,3,20.09.18.,
아직은잘모름..더써볼께요,3,23.03.20.,
조금더 사용해 봐야겠어요,3,22.03.05.,선택: 탈모증상완화 힘없는모발용샴푸
머리가 적게 빠지는같아요,3,22.12.02.,선택: 샴푸1+1
효과있길바래요 괜차나요,3,21.09.11.,
"큰 효과는 잘 모르겠어요,",3,23.04.26.,선택: 힘없는 모발용 샴푸 400ml
가성비 좋은 제품 입니다.,3,22.05.24.,
작은게 2개 왔어요.  별로.,3,23.03.29.,
아직큰차이는 모르겠네요,3,21.11.08.,
가성비 좋은 제품 입니다,3,21.01.13.,
좀더 써봐야 알거 같아요,3,21.09.24.,
아직사용전이에여ㅜㅡㄴ,3,21.03.27.,
좋다고 해서 써보려구요,3,21.08.03.,
힘있는 모발로 만들께요,3,21.08.28.,
좀더 써봐야할거 같아요,3,23.03.05.,옵션: 힘없는샴푸400ml+제이몬75ml2개
배송 빠릅니다 감사해요,3,21.11.17.,
아직달모르겟더뇨ㅠㅠ,3,22.12.09.,
조오아요우어너거대나,3,21.10.18.,선택: 400mlX1개
타ㅓㅌ시바러녀뇨머맾,3,22.01.25.,
아직사용전이에요ㅜㅜ,3,21.03.27.,
배송이 일단 느립니다.,3,22.02.12.,
처음 한번 쓰고 있어서 아직 효과는 모르겠지만  좋은 효과가 있길 바래요,3,21.09.13.,
상품은 계속적으로 사용하려고 합니다.배송이 너무 오래 걸렸습니다,3,22.08.13.,
저한테는 잘안맞네요,3,21.05.25.,
가격이 너무 비싸요,3,20.12.02.,
배송 빨라서 좋네요,3,22.01.04.,
배송이 너무 느려요,3,21.07.27.,
세정력은 적당해요~,3,22.12.16.,
뽀득뽀득 잘 씻겨요. 다만 샴푸의 본질 효과는 있는지 모르겠어요.,3,21.04.21.,
남자화장품냄새가  넘 강해요~~ 울집 남자들만 쓰라해야 겠어요,3,21.10.27.,
It is so good,3,22.07.02.,닥터그루트 힘없는 모발용 샴푸 400ml: 닥터그루트 힘없는 모발용 샴푸 400ml
잘쓸께여,3,21.07.06.,"선택 / 단일옵션 / 18,700원  / "
평범하게 문한합니다.근데 머리결이 뻣뻣해서 아쉽습니다.,3,22.09.11.,
머리가빠지고머리카락이가늘어지고있었는데기대하며사용하고있어요,3,22.04.06.,
탈모 도움이라고해서 구매했는데 진심 타로 도움이네요왕창 빠짐,3,21.03.04.,
일단 써보질 않아서 별 삼점을 했습니다.써보고 좋으면 그때 별 다섯을 하겠습니다.,3,22.07.05.,
네 좋네요 머리결은 아직 모르겟네요,3,21.12.17.,선택: 샴푸1+1
배송빠르네요~가격은 정가..,3,21.03.10.,
냄새가 한약 냄새랄까 고약함,3,23.04.07.,옵션: 힘없는 샴푸 200ml x 2(400ml)
기름지네요.ㅜㅜ다른 닥터그루트보다.ㅜㅜ,3,20.11.27.,
ㅓjejendncnenndnxnxd,3,22.03.20.,
좋네여~~~1111~~~,3,21.02.19.,
보통이에요 보통이에요,3,22.05.21.,
가 격 비 교 를 통 해 최 저 가 로 구 매 하 였 습 니 다. 배 송 도 빠 르 게 도 착 하 였 습 니 다 .,3,20.09.16.,
컵은 검정색으로 도착파손없이 잘 도착했어요홈쇼핑에서 다른 제품 사용해봤는데향은  이 제품이 좋네요홈쇼핑에 판매하는 좀 큰건 향이 시원한 느낌인데이 제품은 묵직하니 좋아서 제가 첨 쓰던건데중딩 아이가 더 좋아하네요컵이 검정색으로 와서 약간 아쉬움흰색으로 받고싶었거든요컵도 색상 선택있었으면 좋겠어요,4,23.02.28.,
배송도 빠르고 어제 받자마자 사용해봤는데 탈모샴푸 여러제품 사용해봤는데 거품도 풍성하고 무엇보다 감고나서 뿌리가 좀 살아난것같아요.머리숱이 많이 빠져서 정수리부분이 푹꺼지고 머리카락이 힘없이 한올한올 날려서 지저분하고 늘 신경쓰였는데 많이 차분해져서 좋았어요.^^우선 더 사용해봐야겠지만 한번 써보고 만족하기는 처음이에요~~,4,21.10.08.,
아직 사용 몇번 안해봤는데좋은것 같아요. 머리가 확실히 덜 빠지는듯해요.정수리가 휑 하던게며칠만에 나아보여요!근데 여기서 파는 토너? 랑 같이 쓰다보니샴푸가 좋아서인지같이 써서 좋은건지는 아직 잘 모르겠어요.그래도 일단은 계속 써볼것 같아요.단 가격이 착하지 않으니 별4개ㅜㅜ,4,20.11.30.,
빠른배송에 만족했구요부모님께서 탈모샴푸를 평소에 사용하시는데지금은 이것저것 사서 써보시며본인들께 맞는제품을 고르시는중이십니다.사용해보시더니 그전꺼보다는 더 만족하시는것 같네요 아직 효과는잘모르겠지만사용해보시고 괜찮으시면 재구매하겠습니다.,4,21.02.02.,
여름부터 머리밑이 가렵더니 탈모가 심해져서 매일 머리감기가 두려울 정도여서 탈모샴푸중 가장 이름있는 제품으로 주문했어요향은 엄청 강해서 남자 화장품같은 냄새가 나지만 풍부한 거품과 감고 난후 드라이시 볼륨이 있어서 만족해요가려움과 탈모도 멈추길 바래요,4,22.10.12.,
"아들 권유로 닥터 그루터를 구입하게됐고 사용 1회차라 효과를 말하기엔 이른감이있어서 리뷰는 다음 구입시 제대로 쓰려합니다.일단 아들의 평을 인용하자면 머리도 덜 빠지는 것같다는데,자신의 느낌인지...^^한번 사용했지만 저역시 감촉은 괜찮은 것 같아요.",4,23.02.23.,옵션: 힘없는샴푸400ml+제이몬75ml2개
머리감으면 술술빠져서구매해봤어요  탈모샴푸일명현빈샴푸 3년넘게쓰다가 일반샴푸일년가까이쓰다보니덜빠지던멀카락이술수류ㅠ그레서요번엔 김희철샴푸로다가바꿔봤어요근데 아직은덜빠진다는건못느끼겠고요더써봐야겠어요 근데머리감고말리면부스스날리던머리카락이좀차분해지긴한거같아만족합니다,4,22.07.19.,
50대 탈모에 머리카락이 가늘어 조금만 습한 날이나 땀이 조금만 나도 머리결이 축 처져 정말 짜증스러운데 별의별 샴푸 사용해보다가 이젠 탈모는 포기하고 처지고 힘없는 모발을 어떻게 좀 해볼려고 구매했습니다.80점 정도 만족 합니다.,4,21.03.29.,
향기 좋은 샴푸만 쓰다가 머리카락이 너무 많이 빠지는듯 하여 검색 후 구매 해 봤는데 거품은 풍성하게 잘 나는데 향이 아빠샴푸 같은 그런.. 음 피톤치드 그런 향이에요;; 떡지는건 아닌데 약간 머리카락이 습한 느낌? 일단 샀으니 잘 써볼게요;;머리카락은 확실히 덜 빠지는듯,4,20.11.09.,
힘 없는 모발에 좋다고 했는데 정말 그렇네요.푸석푸석한 곱슬머리인데 이 샴푸 사용하면 푸석함이 들하고 머리카락이 차분하게 내려지는게 느껴져요.머리결이 부드럽구요.곱슬이 심해 매직을 했지만 푸석함이 있었는데 차분해지는 걸 느낄수 있어 좋았어요.원채 두피모공이 약해서 평소에도 잘 빠지는 모발이라 그런지 몰라도 탈모예방은 잘 모르겠어요.유통기한이 길구요.사은품도 엄청 주셨어요.,4,23.05.11.,
"판매 사진에는~ 제가 기존에 사용하던 닥터그루트 더마솔루션으로 나와 있길래 구매했는데, 배송된 제품은 모양이 좀 다르네요. 더마솔루션 아닌거 같은데... 받았으니 귀찮게 안해드리기 위해서 그냥 써보겠으나, 판매 사진은 바꾸시는게 좋을꺼 같습니다.",4,22.07.16.,
